-4,全イベントステージ
-3,0レジェ
-2,真レジェ
-1,旧レジェ
0,スピードアップセール
1,トレジャーレーダーセール
2,ネコボンセール
3,ニャンピュータセール
4,おかめはちもくセール
5,スニャイパーセール 
6,経験値Aセール
7,経験値Bセール
8,経験値Cセール
9,経験値Dセール
10,経験値Eセール
50,出陣スロット半額
51,EXキャラ半額セール
52,必要XP1/2キャンペーン
53,水曜にゃんこDAY 必要XP1/2キャンペーン
100,トレジャーフェスティバル(日本編)
101,トレジャーフェスティバル(未来編)
102,必要統率力半減
103,報酬リセット
104,トレジャーフェスティバル(宇宙編)
105,統率力回復広告&ガマトト袋広告
106,ゴールド会員
107,にゃんこ神社
108,XP2倍広告
109,コンテニュー広告
110,福引チケット広告
111,XP+10000広告
112,統率力リターン↓↓
300,
301,ガチャ半額リセット（単発）
302,ガチャ半額リセット（11連）
700,ネコビタンAセール
701,ネコビタンBセール
702,ネコビタンCセール
1000,月曜ステージ
1001,火曜ステージ
1002,水曜ステージ
1003,木曜ステージ
1004,金曜ステージ
1005,土日ステージ(旧)
1006,にゃんチケ★チャンス！
1007,逆襲のカバちゃん
1008,秋だよ運動会！(旧)
1009,勤労感謝スペシャル！
1010,なんとクリスマスが来た！
1011,新年、あけました！おめっ...
1012,召喚された福！
1013,雛壇の戦士達
1014,紅のカタストロフ
1015,ダークネスヘブン
1016,国士無双
1017,狂乱のネコ降臨
1018,狂乱のタンク降臨
1019,狂乱のバトル降臨
1020,狂乱のキモネコ降臨
1021,狂乱のウシ降臨
1022,狂乱のトリ降臨
1023,狂乱のフィッシュ降臨
1024,狂乱のトカゲ降臨
1025,狂乱の巨神降臨
1026,春だよ！高校教師
1027,土日ステージ
1028,ゲリラ経験値にゃ！
1029,コイの五月病
1030,禁断の花嫁
1031,だって夏じゃニャーイ！
1032,あの世からの帰省ラッシュ！
1033,月イベントオールスターズ スペシャル記念！
1034,月イベントオールスターズ ウルトラ記念！
1035,月イベントオールスターズ ミラクル記念！
1036,町でみたすごい老人
1037,韓国版☆特別ステージ
1038,秋だよ運動会！
1039,天罰
1040,バースデープレゼント！その1
1041,バースデープレゼント！その2
1042,バースデープレゼント！その3
1043,鉄子の部屋
1044,ことよろにゃ！
1045,開眼の女優襲来！
1046,開眼のカンフー襲来！
1047,開眼のMr.襲来！
1048,開眼の猫縛り襲来！
1049,開眼の女王猫襲来！
1050,開眼の箱詰め襲来！
1051,開眼のパンツ襲来！
1052,開眼のリンリン襲来！
1053,開眼の忍者襲来！
1054,開眼のゾンビ襲来！
1055,開眼のさむらい襲来！
1056,開眼のスモウ襲来！
1057,開眼のフィーバー襲来！
1058,開眼のスカート襲来！
1059,超ゲリラ経験値にゃ！
1060,バレンタインVSホワイトデー大戦争(旧)
1061,闇討ち 1st(旧)
1062,闇討ち 2nd(旧)
1063,闇討ち 3rd(旧)
1064,闇討ち Last(旧)
1065,とびだす！にゃんこ大戦争
1066,絶望異次元
1067,TWその１
1068,2000万ダウンロード記念 ハッピープレゼント！
1069,極ムズカーニバル！
1070,月イベントオールスターズ ワンダフル記念！
1071,EN１
1072,王道ハロウィン到来！(旧)
1073,ゲリラ月曜ステージ
1074,ゲリラ火曜ステージ
1075,ゲリラ水曜ステージ
1076,ゲリラ木曜ステージ
1077,ゲリラ金曜ステージ
1078,逆襲のカオル君
1079,イベントオールスターズ エクセレント記念！
1080,バースデープレゼント！
1081,赤鼻サンタのプレゼント！(旧)
1082,ことよろにゃ！(ΦωΦ)
1083,開眼のにゃんこ成人襲来！
1084,開眼の吾輩は鬼である襲来！
1085,開眼のひなにゃんこ襲来！
1086,開眼のネコ乙女襲来！
1087,開眼のマジでコイしてる襲来！
1088,開眼のマダム・ザ・花嫁襲来！
1089,開眼の女王様の休日襲来！
1090,開眼のうらめしにゃん襲来！
1091,開眼のカンフーにゃんこＧ襲来！
1092,開眼のネコ運動会襲来！
1093,開眼のネコリーマン襲来！
1094,開眼のトナカイフィッシュ襲来！
1095,断罪天使クオリネル降臨
1096,緊急爆風警報
1097,進化の緑マタタビ
1098,進化の紫マタタビ
1099,進化の赤マタタビ
1100,進化の青マタタビ
1101,進化の黄マタタビ
1102,大狂乱のネコ降臨
1103,大狂乱のタンク降臨
1104,大狂乱のバトル降臨
1105,大狂乱のキモネコ降臨
1106,大狂乱のウシ降臨
1107,大狂乱のトリ降臨
1108,大狂乱のフィッシュ降臨
1109,大狂乱のトカゲ降臨
1110,大狂乱の巨神降臨
1111,弱り目に祟り目
1112,神判の日
1113,協賛BitSummit記念！
1114,オーバーテクノロジー
1115,ときめき夏祭り
1116,謎の宅配便
1117,地獄門
1118,マタタビチャレンジ
1119,女帝飛来
1120,極ムズカーニバル2！
1121,文化祭グルメ戦争(旧)
1122,ローリングデッド
1123,バースデープレゼント！
1124,極ゲリラ経験値にゃ！
1125,にゃんこ雪まつり
1126,ことよろにゃ！(ΦωΦ)
1127,２２２ ～猫の日～(旧)
1128,亡者デブウ降臨
1129,謎のイースター
1130,開眼のちびネコ襲来！
1131,開眼のちびタンクネコ襲来！
1132,開眼のちびバトルネコ襲来！
1133,開眼のちびキモネコ襲来！
1134,開眼のちびウシネコ襲来！
1135,開眼のちびネコノトリ襲来！
1136,開眼のちびネコフィッシュ襲来！
1137,開眼のちびネコトカゲ襲来！
1138,開眼のちびネコ巨神襲来！
1139,謎のプレゼント
1140,黄金週間ゴールデンウィーク
1141,協賛BitSummit記念！
1142,じめじめなめなめ大進撃！(旧)
1143,開眼のにゃんこカート襲来！
1144,開眼のネコンドー襲来！
1145,3000万ダウンロード記念 ハッピープレゼント！
1146,イベントオールスターズ グレイト記念！
1147,謎のプレゼント2
1148,開眼のネコフラワー襲来！
1149,サマーレッスン
1150,レンガと宇宙石の洞窟
1151,備長炭と謎の骨の島
1152,羽根と歯車と黄金の岬
1153,開眼のにゃんこバーガー襲来！
1154,秋色シルバーウィーク
1155,超極ゲリラ経験値にゃ！
1156,バースデープレゼント！
1157,絶望新次元
1158,チワワン伯爵降臨
1159,ことよろにゃ！(ΦωΦ)
1160,がんばれ！受験大戦争
1161,狂乱のもねこ降臨
1162,進化の古代マタタビ
1163,協賛BitSummit記念！
1164,じめじめなめなめ大進撃！
1165,続・禁断の花嫁
1166,だって超夏じゃニャーイ！
1167,あの世へのUターンラッシュ！
1168,町でみたすごい老人２
1169,絶・紅のカタストロフ
1170,夜だよ！大運動会
1171,働き方レボリューション
1172,絶・ダークネスヘブン
1173,大逆襲のメタックマ
1174,文化祭グルメ戦争
1175,宇宙からもクリスマスが来た！
1176,絶・国士無双
1177,夜は短し夢みよ乙女
1178,赤狩り 1st(旧)
1179,赤狩り 2nd(旧)
1180,赤狩り 3rd(旧)
1181,赤狩り Last(旧)
1182,イベントオールスターズ スーパープレゼントDX
1183,バースデープレゼント！
1184,新年、あけてました。おめっ...
1185,絶・天罰
1186,さらに召喚された福！
1187,絶・鉄子の部屋
1188,ことよろにゃ！(ΦωΦ)
1189,台風零号
1190,極ムズカーニバル3！
1191,4000万ダウンロード記念 ハッピープレゼント！
1192,雛壇の戦士達SP
1193,絶・絶望異次元
1194,新・春だよ！高校教師
1195,絶・緊急爆風警報
1196,絶・断罪天使クオリネル降臨
1197,コイの五月病アゲイン
1198,絶・ローリングデッド
1199,絶・地獄門
1200,にゃんこグミ大戦争
1201,絶・女帝飛来
1202,協賛BitSummit記念！
1203,絶・絶望新次元
1204,謎の宅配便
1205,絶・亡者デブウ降臨
1206,ふたりで！にゃんこ大戦争
1207,絶・チワワン伯爵降臨
1208,大乱闘狂乱ファミリーズ
1209,にゃんにゃん記念日
1210,草原の決闘(旧)
1211,夕焼けの決闘(旧)
1212,星空の決闘(旧)
1213,砂浜の決闘(旧)
1214,絶・夜は短し夢みよ乙女
1215,ブルーインパクト
1216,バースデープレゼント！
1217,奈落門
1218,謎の宅配便
1219,聖者ポプウ降臨
1220,古王妃飛来
1221,ことよろにゃ！(ΦωΦ)
1222,進化の虹マタタビ
1223,2019年最多出演敵ベスト５！
1224,旧正月ステージ
1225,謎の宅配便
1226,ほの暗い沼の底から
1227,火口の決闘(旧)
1228,5000万ダウンロード記念 ハッピープレゼント！
1229,綺羅星ペロ降臨
1230,バースデープレゼント!
1231,死霊妖精クオリネム降臨
1232,はじめてのお遣い
1233,地図王の眠る島(旧)
1234,大乱闘 春イベスペシャル
1235,大乱闘 夏イベスペシャル
1236,大乱闘 秋イベスペシャル
1237,大乱闘 冬イベスペシャル
1238,タッグ闘技場 ルーキー(旧)
1239,タッグ闘技場 ビギナー(旧)
1240,タッグ闘技場 ベテラン(旧)
1241,タッグ闘技場 プロ(旧)
1242,タッグ闘技場 エキスパート(旧)
1243,絶・ほの暗い沼の底から
1244,バースデープレゼント!
1245,2020年最多出演敵ベスト５！
1246,破滅への序曲
1247,絶・台風零号
1248,海底の決闘(旧)
1249,ネコウエハース降臨
1250,終末ノ連戦場
1251,天使と般若
1252,女帝と亡者
1253,伯爵と乙女
1254,6000万ダウンロード記念 ハッピープレゼント！
1255,魔導書の示す場所
1256,異界のしもべ
1257,ネコの解放
1258,タンクネコの解放
1259,メガサターン
1260,熱血！大玉転がし
1261,熱血！障害物競走
1262,熱血！二人三脚バトル  低学年
1263,熱血！二人三脚バトル  中学年
1264,熱血！二人三脚バトル  高学年
1265,デーモンパーク
1266,バトルネコの解放
1267,韓国版専用お年玉襲来！
1268,ネコたちの解放
1269,女王の研究報告１
1270,女王の研究報告２
1271,女王の研究報告３
1272,誘惑のシンフォニー
1273,羅生門
1274,進化の悪マタタビ
1275,女王の研究報告４
1276,女王の研究報告５
1277,女王の発掘調査１
1278,女王の発掘調査２
1279,女王の発掘調査３
1280,女王の発掘調査４
1281,女王の発掘調査５
1282,Q1.箱の中身クイズ
1283,Q5.時の運クイズ
1284,バースデープレゼント！
1285,2021年最多出演敵ベスト５！
1286,お年玉襲来！
1287,闇討ちの戦い
1288,春節ハッピープレゼント！
1289,烈火の乱
1290,後輩からの本命チョコ
1291,先輩からの本命チョコ
1292,幼なじみからの本命チョコ
1293,中秋節ハッピープレゼント！
1294,ダミー
1295,ダミー
1296,絶・奈落門
1297,僕らのバレンタイン戦争
1298,Season2～トキメキ文化祭～
1299,Season3～修学旅行～
1300,Weekend～告白～
1301,Weekend～告白～
1302,Weekend～告白～
1303,Season4～卒業の日～
1304,7000万ダウンロード記念 ハッピープレゼント！
1305,亡者と河豚
1306,女帝と乙女
1307,伯爵と天使
1308,#03「13日は何曜日」
1309,#04「ネコ鳴村」
1310,決闘チャレンジ
1311,タッグ闘技チャレンジ
1312,密林の異変
1313,砂漠の怪異
1314,火山の脅威
1315,トントンムシ相撲 予選
1316,トントンムシ相撲 準々決勝
1317,トントンムシ相撲 準決勝
1318,トントンムシ相撲 決勝
1319,超極悪ゲリラ経験値にゃ！
1320,#02 お菓子争奪戦
1321,#04 恐怖の悪戯計画
1322,第2部 敵軍団行進
1323,第5部 名曲パレード
1324,バースデープレゼント!
1325,第一夜 働くニャンタクロース
1326,進化の虹獣石
1327,2022年最多出演敵ベスト５！
1328,8000万ダウンロード記念 ハッピープレゼント！
1329,After Story～卒業の日～
1330,Weekend～告白リベンジ～
1331,Weekend～告白リベンジ～
1332,Weekend～告白リベンジ～
1333,密林の異変Ⅱ
1334,砂漠の怪異Ⅱ
1335,火山の脅威Ⅱ
1336,アンデッドハザード
1337,開眼のネコエッグ襲来！
1338,絶・綺羅星ペロ降臨
1339,ちびネコ大試練
1340,大魔王ニャンダム大降臨
1341,バースデープレゼント
1342,絶・メガサターン
1343,#02「恐怖の披露宴」
1344,夏の終わり、宿題
1345,密林の異変Ⅲ
1346,砂漠の怪異Ⅲ
1347,火山の脅威Ⅲ
1348,三途の沼のヌシ大降臨
1349,機械の反乱軍
1350,極悪のネコ降臨
1351,極悪のタンク降臨
1352,極悪のバトル降臨
1353,極悪のキモネコ降臨
1354,極悪のウシ降臨
1355,極悪のトリ降臨
1356,極悪のフィッシュ降臨
1357,極悪のトカゲ降臨
1358,極悪の巨神降臨
1359,熱血！リレー大会
1360,第2章 ツボ洞窟の死闘
1361,第5章 わんわん城の戦い
1362,最終章 決戦！わんわん大王
1363,バースデープレゼント！
1364,第三夜  聖夜のプレゼント再配達
1365,2023年最多出演敵ベスト５！
1366,雪やわんわん
1367,春節セールの戦い
1368,9000万ダウンロード記念 ハッピープレゼント！
1369,厄災のわんわん王国
1370,バースデープレゼント！
1371,8888万ダウンロード記念
1372,週末ハネムーン 1週目
1373,週末ハネムーン 2週目
1374,週末ハネムーン 最終週
1375,絶・はじめてのお遣い
1376,大乱闘極悪ファミリーズ
1377,阿亀と赤子
1378,王子と死霊
1379,蜜江と聖者
1380,夏の夜、帰り道
1381,絶・聖者ポプウ降臨
1382,ジャングルサバイバル
1383,絶・古王妃飛来
1384,開眼のネコ屋台襲来！
1385,天下統一への道 ～前編～
1386,合戦！武将ニャンダム
1387,合戦！武将般若我王
1388,天下統一への道 ～後編～
1389,決戦！反逆の戦国魔王
1390,バースデープレゼント！
1391,超拳獣ブンナグリオス大降臨
1392,2024年思い出アルバム
1393,絶・死霊妖精クオリネム降臨
1394,ネコヴァルキリー大試練
1395,ネコムート大試練
1396,1億ダウンロード記念 ハッピープレゼント！
1397,チョコサプ降臨
1398,黒船来航
1399,赤船来航
1400,蒼船来航
1401,開国してください
1402,【限定】ご来店プレゼント！
1403,謎の宅配便
1404,絶・誘惑のシンフォニー
1405,破天候予報
1406,ジャンボーグ鈴木大降臨
1407,豪遊リゾートランド
1408,サウナスパで極楽
1409,1億1000万ダウンロード記念 ハッピープレゼント！
1410,大花火大会開催！
1411,ここはにゃんこ大商店！
